Dato;1 år;2 år;3 år;4 år;5 år;6 år;7 år;8 år;9 år;10 år;11 år;12 år;13 år;14 år;15 år;16 år;17 år;18 år;19 år;20 år;21 år;22 år;23 år;24 år;25 år;26 år;27 år;28 år;29 år;30 år;31 år;32 år;33 år;34 år;35 år;36 år;37 år;38 år;39 år;40 år;41 år;42 år;43 år;44 år;45 år;46 år;47 år;48 år;49 år;50 år;51 år;52 år;53 år;54 år;55 år;56 år;57 år;58 år;59 år;60 år;61 år;62 år;63 år;64 år;65 år;66 år;67 år;68 år;69 år;70 år;71 år;72 år;73 år;74 år;75 år;76 år;77 år;78 år;79 år;80 år;81 år;82 år;83 år;84 år;85 år;86 år;87 år;88 år;89 år;90 år;91 år;92 år;93 år;94 år;95 år;96 år;97 år;98 år;99 år;100 år;101 år;102 år;103 år;104 år;105 år;106 år;107 år;108 år;109 år;110 år;111 år;112 år;113 år;114 år;115 år;116 år;117 år;118 år;119 år;120 år
23-06-2016;0,323;0,3180070496;0,3381515141;0,3957948011;0,4817015672;0,5839251829;0,6987326876;0,8162887863;0,9306084261;1,0365350524;1,1325414543;1,2195306826;1,2973486333;1,3617869473;1,4092344168;1,4398204565;1,4625776902;1,4857538394;1,5150436837;1,5544420895;1,6018854515;1,6546494795;1,710744491;1,7687113101;1,8274790606;1,8862635783;1,9444939485;2,0017588028;2,0577666791;2,1123165124;2,1652755014;2,2165623981;2,2661348208;2,3139795757;2,3601052444;2,4045364913;2,4473096812;2,4884695026;2,5280663664;2,5661544031;2,6027899258;2,6380302554;2,6719328284;2,7045545256;2,7359511736;2,7661771815;2,795285283;2,8233263616;2,8503493387;2,8764011129;2,9015265364;2,9257684211;2,9491675667;2,9717628052;2,9935910571;3,0146873967;3,035085122;3,0548158291;3,0739094871;3,0923945152;3,1102978573;3,1276450567;3,1444603284;3,1607666291;3,176585725;3,1919382559;3,206843798;3,2213209221;3,2353872501;3,2490595084;3,2623535779;3,2752845418;3,2878667308;3,3001137652;3,3120385954;3,3236535392;3,3349703178;3,3460000885;3,3567534769;3,3672406059;3,3774711238;3,3874542304;3,3971987013;3,4067129115;3,4160048565;3,4250821732;3,4339521587;3,4426217886;3,451097734;3,4593863772;3,4674938268;3,4754259322;3,4831882962;3,4907862882;3,4982250557;3,5055095352;3,5126444631;3,5196343855;3,5264836672;3,5331965009;3,5397769151;3,5462287823;3,5525558262;3,5587616288;3,5648496367;3,570823168;3,5766854176;3,5824394629;3,5880882693;3,5936346954;3,599081497;3,6044313326;3,6096867668;3,6148502748;3,6199242464;3,6249109892;3,6298127323;3,6346316297;3,6393697633;3,644029146
24-06-2016;0,287;0,2650357421;0,2874541792;0,3377805841;0,424997096;0,5187882724;0,6246396413;0,732497645;0,8457795951;0,944784284;1,0261762409;1,1004863616;1,1732625393;1,2363444791;1,2818017984;1,3076506147;1,3242568652;1,3413663478;1,3656457518;1,4017140478;1,4477201532;1,5005291992;1,5577274434;1,6175472358;1,6786915311;1,7402093532;1,801406259;1,8617792166;1,9209687521;1,9787234668;2,034873513;2,0893106304;2,1419730261;2,1928338665;2,2418924789;2,2891676033;2,3346922034;2,3785094708;2,4206697461;2,4612281489;2,5002427565;2,5377732095;2,5738796501;2,6086219201;2,6420589624;2,6742483807;2,7052461237;2,7351062662;2,7638808656;2,7916198766;2,818371112;2,8441802368;2,8690907895;2,8931442229;2,9163799588;2,9388354535;2,9605462698;2,9815461539;3,001867115;3,0215395049;3,0405920983;3,0590521715;3,0769455797;3,0942968316;3,1111291614;3,1274645984;3,1433240332;3,1587272807;3,1736931405;3,188239454;3,2023831581;3,2161403367;3,2295262691;3,242555475;3,2552417579;3,2675982456;3,2796374279;3,2913711928;3,3028108602;3,3139672131;3,324850528;3,3354706025;3,3458367818;3,3559579834;3,36584272;3,3754991219;3,3849349571;3,3941576508;3,4031743034;3,4119917076;3,4206163645;3,4290544988;3,4373120728;3,4453947996;3,4533081564;3,4610573957;3,4686475567;3,4760834758;3,4833697968;3,4905109799;3,4975113107;3,5043749087;3,511105735;3,5177075999;3,5241841697;3,5305389736;3,5367754101;3,5428967525;3,5489061552;3,5548066582;3,5606011932;3,5662925874;3,5718835688;3,5773767701;3,5827747328;3,5880799114;3,5932946768;3,59842132;3,6034620552;3,6084190232
27-06-2016;0,3;0,2820286148;0,2939816749;0,3338286105;0,4017282714;0,4889844494;0,5838020589;0,6893006557;0,7888518958;0,8819978656;0,9652164514;1,039801143;1,106342656;1,1599781297;1,1964510129;1,2158507335;1,2284002927;1,2433145626;1,266831235;1,3032350303;1,3502969627;1,4046354912;1,4636758383;1,5255359924;1,5888372672;1,6525702714;1,7159988084;1,7785901498;1,8399639126;1,8998542271;1,9580815098;2,0145312529;2,0691379863;2,1218730883;2,1727354791;2,221744493;2,2689344036;2,3143502133;2,3580444132;2,4000744915;2,440501021;2,479386197;2,5167927252;2,5527829831;2,5874183946;2,6207589709;2,6528629828;2,683786733;2,7135844078;2,7423079906;2,7700072218;2,7967295945;2,8225203787;2,8474226643;2,8714774198;2,8947235621;2,9171980321;2,9389358761;2,9599703292;2,9803328992;3,0000534511;3,0191602895;3,0376802391;3,0556387238;3,0730598412;3,0899664359;3,1063801682;3,1223215806;3,1378101603;3,1528643988;3,1675018484;3,1817391754;3,1955922104;3,2090759961;3,2222048316;3,2349923147;3,2474513816;3,259594344;3,2714329246;3,2829782893;3,2942410788;3,3052314374;3,3159590405;3,3264331199;3,3366624885;3,3466555626;3,356420383;3,3659646357;3,37529567;3,3844205167;3,3933459044;3,4020782755;3,4106238007;3,4189883928;3,4271777199;3,435197218;3,4430521019;3,4507473766;3,4582878477;3,4656781308;3,4729226606;3,4800257;3,486991348;3,4938235473;3,5005260918;3,5071026335;3,5135566889;3,5198916452;3,5261107663;3,532217198;3,5382139738;3,5441040192;3,5498901568;3,555575111;3,5611615115;3,566651898;3,5720487239;3,5773543597;3,5825710965;3,5877011495
28-06-2016;0,292;0,2720327935;0,2809925852;0,3225219071;0,3940991229;0,4811485874;0,5791710793;0,6869979265;0,7913530579;0,8860744607;0,9710138967;1,0480113388;1,1171677252;1,1733934146;1,2122976116;1,2338688925;1,2482459688;1,2646028318;1,2891682486;1,3262339765;1,3736176524;1,4280238413;1,486950403;1,5485679071;1,6115360663;1,6748737228;1,7378655396;1,7999942441;1,8608909139;1,9202981638;1,9780426644;2,0340144815;2,0881514482;2,1404272826;2,1908425136;2,2394175288;2,2861872347;2,331196949;2,3744992396;2,4161514939;2,4562140534;2,4947487882;2,5318180125;2,5674836677;2,6018067139;2,6348466834;2,6666613622;2,6973065699;2,7268360173;2,7553012227;2,7827514755;2,8092338338;2,8347931493;2,8594721115;2,8833113066;2,906349287;2,9286226472;2,9501661044;2,9710125815;2,9911932903;3,0107378157;3,0296741967;3,0480290072;3,0658274331;3,0830933476;3,0998493823;3,1161169965;3,131916542;3,1472673258;3,1621876688;3,1766949614;3,190805717;3,204535621;3,2178995782;3,2309117573;3,2435856321;3,2559340212;3,2679691245;3,2797025583;3,2911453876;3,302308157;3,3132009192;3,3238332624;3,3342143357;3,3443528725;3,3542572136;3,363935328;3,3733948326;3,3826430112;3,3916868317;3,4005329627;3,4091877891;3,4176574265;3,4259477352;3,4340643329;3,4420126071;3,4497977263;3,4574246511;3,4648981444;3,4722227806;3,4794029554;3,4864428937;3,4933466582;3,5001181565;3,5067611492;3,5132792556;3,5196759613;3,5259546234;3,5321184768;3,5381706397;3,5441141185;3,5499518129;3,5556865206;3,5613209416;3,5668576827;3,5722992609;3,577648108;3,5829065733;3,5880769279;3,5931613674
29-06-2016;0,2909;0,2720309901;0,2838823354;0,3221285819;0,3916071753;0,4755433829;0,5698199138;0,673145237;0,7720246655;0,862849363;0,9457740858;1,0214647032;1,0892320757;1,1440838231;1,1818344108;1,2025908451;1,216486091;1,2326559972;1,2572909896;1,2946491962;1,3425012644;1,3974955086;1,4570858566;1,5194119458;1,5831116295;1,6471883001;1,7109157447;1,7737691059;1,8353742593;1,8954703513;1,9538818476;2,0104975312;2,0652546238;2,1181267177;2,1691145652;2,2182390242;2,2655356422;2,3110504918;2,3548369678;2,3969533245;2,4374607878;2,4764221121;2,5139004834;2,5499586944;2,5846585287;2,6180603114;2,6502225874;2,6812019003;2,7110526493;2,739827006;2,7675748783;2,7943439091;2,8201795023;2,8451248685;2,8692210854;2,8925071685;2,9150201487;2,9367951542;2,957865495;2,978262748;2,9980168415;3,0171561385;3,0357075181;3,0536964543;3,0711470915;3,0880823178;3,1045238342;3,1204922211;3,1360070014;3,1510867;3,1657489006;3,1800102991;3,193886754;3,2073933343;3,220544364;3,2333534644;3,245833594;3,2579970857;3,269855682;3,2814205681;3,2927024026;3,3037113471;3,3144570934;3,3249488889;3,3351955613;3,3452055411;3,3549868828;3,3645472851;3,3738941099;3,3830343996;3,3919748942;3,400722047;3,4092820389;3,4176607927;3,4258639862;3,4338970642;3,4417652505;3,4494735584;3,4570268016;3,4644296034;3,471686406;3,4788014795;3,4857789297;3,4926227059;3,4993366085;3,5059242956;3,5123892895;3,5187349833;3,5249646461;3,5310814293;3,5370883713;3,5429884026;3,5487843506;3,554478944;3,5600748173;3,5655745144;3,5709804926;3,5762951266;3,5815207113;3,5866594657
30-06-2016;0,2975;0,2860180529;0,2949842681;0,3388177991;0,4071285488;0,4992063036;0,5994968051;0,7055765912;0,8085679083;0,9135406797;1,0019948541;1,078703452;1,1493704401;1,208546279;1,2506910689;1,275089447;1,2917064165;1,3096977583;1,3353078811;1,3728579626;1,4202465365;1,4743072471;1,5326446019;1,5935058879;1,6556064137;1,7180055172;1,7800174391;1,8411465157;1,9010395686;1,9594506127;2,0162144838;2,0712269945;2,1244299127;2,175799532;2,2253379382;2,2730663146;2,3190197972;2,3632435159;2,4057895468;2,4467145681;2,486078061;2,5239409345;2,5603644796;2,5954095814;2,6291361323;2,6616026026;2,6928657329;2,722980324;2,7519990994;2,7799726269;2,8069492837;2,8329752561;2,8580945645;2,8823491078;2,9057787217;2,9284212466;2,9503126028;2,9714868696;2,9919763662;3,0118117343;3,0310220194;3,0496347515;3,0676760231;3,0851705657;3,1021418226;3,1186120196;3,1346022321;3,1501324492;3,1652216345;3,179887784;3,194147981;3,2080184473;3,2215145927;3,2346510604;3,247441771;3,259899963;3,2720382317;3,2838685647;3,2954023766;3,3066505408;3,3176234193;3,3283308913;3,3387823797;3,3489868757;3,3589529629;3,3686888387;3,3782023353;3,3875009392;3,3965918094;3,4054817945;3,4141774493;3,4226850496;3,4310106068;3,439159881;3,4471383943;3,4549514425;3,462604106;3,4701012611;3,4774475896;3,4846475883;3,4917055781;3,4986257121;3,5054119839;3,5120682351;3,5185981622;3,5250053231;3,5312931443;3,5374649259;3,5435238481;3,549472976;3,5553152652;3,561053566;3,5666906289;3,5722291081;3,577671566;3,5830204772;3,5882782321;3,5934471403;3,5985294344;3,6035272725
01-07-2016;0,284;0,2670283002;0,2737963258;0,3078479403;0,3760009115;0,4494999895;0,5436807712;0,6433657631;0,742632006;0,8353983719;0,9197925774;0,9969616417;1,066661452;1,1236777711;1,1635636689;1,1862682783;1,2018858043;1,2195507122;1,2454622972;1,2838924202;1,3326370232;1,3883799742;1,4486051596;1,5114749059;1,5756444767;1,6401307811;1,7042182122;1,7673903148;1,8292796797;1,8896308635;1,9482727236;2,0050976329;2,0600457664;2,1130931615;2,1642426064;2,2135166635;2,2609523155;2,3065968493;2,3505046922;2,3927349813;2,4333497;2,4724122564;2,509986403;2,5461354254;2,5809215384;2,6144054453;2,646646025;2,6777001163;2,7076223811;2,7364652255;2,7642787671;2,7911108377;2,8170070114;2,8420106533;2,8661629811;2,8895031379;2,9120682713;2,9338936167;2,9550125825;2,9754568362;2,99525639;3,0144396844;3,0330336708;3,0510638899;3,0685545489;3,0855285939;3,1020077808;3,1180127411;3,1335630455;3,1486772641;3,1633730231;3,1776670583;3,1915752662;3,2051127511;3,2182938708;3,2311322785;3,243640963;3,2558322859;3,2677180167;3,2793093666;3,2906170187;3,3016511581;3,3124214985;3,3229373088;3,3332074369;3,3432403324;3,3530440683;3,3626263608;3,3719945886;3,3811558103;3,3901167811;3,3988839689;3,4074635689;3,4158615173;3,4240835047;3,4321349885;3,4400212041;3,4477471765;3,4553177302;3,4627374989;3,4700109352;3,4771423186;3,4841357644;3,490995231;3,4977245273;3,5043273196;3,5108071385;3,5171673846;3,5234113346;3,529542147;3,535562867;3,541476432;3,5472856757;3,5529933332;3,5586020447;3,56411436;3,5695327423;3,5748595712;3,5800971473;3,5852476943
04-07-2016;0,294;0,2705410566;0,2789977568;0,3048757991;0,3586360029;0,4344327609;0,526497094;0,6240326952;0,7211190534;0,8137302769;0,8973730396;0,9734557094;1,042447561;1,0990661842;1,1387065742;1,1612472729;1,176839425;1,1946671299;1,2209525641;1,2599768349;1,3093831443;1,3658011931;1,4267003648;1,4902334498;1,5550495528;1,6201617407;1,6848521607;1,748603214;1,8110471076;1,8719285335;1,9310768354;1,9883851033;2,0437943752;2,0972816372;2,1488506692;2,1985250382;2,2463427232;2,292351985;2,3366081927;2,3791713867;2,4201044122;2,4594714949;2,4973371614;2,5337654271;2,5688191941;2,6025598119;2,6350467655;2,6663374629;2,6964870992;2,7255485803;2,753572492;2,7806071046;2,8066984032;2,8318901376;2,8562238862;2,8797391305;2,902473335;2,9244620326;2,9457389108;2,9663358994;2,9862832567;3,0056096549;3,0243422631;3,0425068271;3,0601277469;3,0772281507;3,0938299657;3,1099539852;3,1256199327;3,1408465227;3,1556515177;3,1700517826;3,1840633359;3,1977013977;3,2109804354;3,2239142062;3,2365157974;3,2487976643;3,2607716656;3,2724490967;3,2838407216;3,2949568015;3,3058071234;3,3164010256;3,326747422;3,3368548256;3,3467313697;3,356384828;3,3658226341;3,3750518993;3,3840794291;3,3929117395;3,4015550716;3,4100154059;3,418298475;3,426409777;3,4343545861;3,4421379645;3,4497647724;3,457239678;3,4645671668;3,47175155;3,4787969734;3,4857074247;3,4924867409;3,4991386156;3,5056666054;3,5120741361;3,5183645088;3,5245409051;3,5306063929;3,5365639313;3,5424163749;3,5481664791;3,5538169037;3,5593702173;3,5648289011;3,5701953528;3,5754718895;3,5806607517
05-07-2016;0,2909;0,2690384261;0,2720149724;0,2940026846;0,3439576579;0,4145247973;0,5026083939;0,6007492041;0,6985524707;0,7909752847;0,8748388051;0,9520007478;1,0227962354;1,0809252797;1,1209158219;1,1423227243;1,1559398251;1,1715761144;1,1958657919;1,2333584727;1,2817930371;1,3376858409;1,3983846529;1,4619537709;1,5269772704;1,5924200467;1,6575283373;1,7217576502;1,7847199912;1,846144859;1,9058501773;1,963720476;2,019690411;2,0737322513;2,1258463356;2,1760537695;2,2243908232;2,2709046263;2,3156498591;2,3586862108;2,4000764314;2,4398848441;2,4781762156;2,5150149063;2,5504642374;2,5845860288;2,6174402686;2,649084887;2,6795756093;2,7089658715;2,7373067839;2,76464713;2,7910333945;2,8165098104;2,8411184215;2,8648991558;2,8878899054;2,9101266108;2,9316433486;2,9524724182;2,9726444295;2,9921883885;3,0111317805;3,0295006517;3,0473196865;3,0646122826;3,0814006227;3,097705742;3,1135475934;3,1289451086;3,1439162558;3,1584780953;3,1726468307;3,1864378577;3,1998658103;3,2129446038;3,225687476;3,2381070247;3,2502152443;3,2620235595;3,2735428568;3,2847835145;3,2957554308;3,3064680501;3,3169303875;3,3271510524;3,3371382701;3,3468999024;3,3564434667;3,3657761544;3,374904848;3,3838361367;3,3925763319;3,4011314813;3,409507382;3,4177095938;3,4257434501;3,4336140699;3,441326368;3,4488850647;3,4562946958;3,463559621;3,4706840322;3,4776719618;3,4845272898;3,4912537512;3,4978549422;3,5043343269;3,5106952433;3,5169409086;3,5230744251;3,5290987847;3,5350168741;3,5408314793;3,5465452899;3,5521609032;3,5576808282;3,5631074891;3,5684432292;3,5736903137
06-07-2016;0,281;0,2620330537;0,2637160488;0,2869980957;0,336658922;0,4054352212;0,4954198155;0,5918585908;0,6898646272;0,7823917093;0,8650867751;0,9404145409;1,0093786178;1,0664074594;1,1065649383;1,1295494395;1,1455339022;1,1637476026;1,1904417457;1,2299165954;1,2798811127;1,3369432972;1,3985374144;1,4627917991;1,5283385021;1,5941787343;1,6595864722;1,7240385793;1,7871636151;1,8487039864;1,9084877337;1,9664073505;2,0224037847;2,0764542907;2,1285631675;2,1787546719;2,227067584;2,273551034;2,3182612967;2,3612593308;2,4026088955;2,4423751145;2,4806233873;2,517418572;2,5528243789;2,5869029295;2,6197144438;2,6513170268;2,6817665337;2,7111164941;2,739418083;2,7667201258;2,7930691305;2,8185093395;2,8430827948;2,866829414;2,8897870721;2,911991688;2,9334773127;2,9542762177;2,9744189834;2,9939345853;3,0128504776;3,0311926756;3,0489858328;3,0662533168;3,0830172806;3,0992987308;3,1151175925;3,1304927703;3,1454422069;3,1599829377;3,1741311426;3,1879021945;3,2013107056;3,2143705708;3,2270950077;3,2394965955;3,2515873106;3,2633785603;3,274881215;3,2861056373;3,2970617106;3,307758865;3,3182061023;3,3284120189;3,3383848279;3,3481323793;3,3576621793;3,3669814088;3,3760969399;3,385015352;3,3937429474;3,4022857646;3,4106495925;3,4188399824;3,4268622601;3,4347215369;3,4424227205;3,4499705244;3,4573694777;3,4646239336;3,4717380782;3,4787159377;3,4855613868;3,4922781547;3,4988698327;3,5053398798;3,5116916291;3,5179282933;3,5240529699;3,5300686468;3,5359782063;3,5417844306;3,5474900053;3,553097524;3,5586094919;3,56402833;3,569356378;3,574595898
07-07-2016;0,2789;0,2580367763;0,2630068418;0,2839023221;0,3343551757;0,4071190902;0,4976193762;0,5973991802;0,6975715958;0,7917793974;0,8781299727;0,9547647785;1,0200580903;1,0719794416;1,1090825465;1,1327082525;1,1517431766;1,1739907912;1,204737973;1,247638424;1,3001099388;1,3589153023;1,421682764;1,4866833149;1,5526550486;1,6186787246;1,6840884537;1,7484068479;1,8112974499;1,8725295243;1,9319517891;1,9894726833;2,0450454565;2,0986568453;2,1503184392;2,2000600774;2,2479247871;2,2939648997;2,3382390713;2,380809999;2,4217426768;2,4611030687;2,4989571071;2,5353699442;2,5704053996;2,6041255628;2,6365905141;2,667858139;2,6979840144;2,7270213498;2,7550209714;2,7820313383;2,8080985824;2,8332665665;2,8575769547;2,8810692915;2,9037810872;2,9257479058;2,9470034546;2,9675796742;2,9875068265;3,0068135819;3,0255271031;3,0436731264;3,0612760401;3,0783589585;3,094943794;3,1110513242;3,1267012564;3,1419122887;3,1567021672;3,1710877407;3,1850850117;3,1987091849;3,2119747126;3,2248953375;3,2374841327;3,2497535402;3,2617154056;3,273381012;3,2847611115;3,295865954;3,3067053156;3,3172885244;3,3276244844;3,3377216992;3,3475882931;3,3572320315;3,3666603397;3,3758803213;3,3848987743;3,3937222078;3,4023568561;3,4108086932;3,4190834458;3,4271866058;3,4351234421;3,4428990115;3,4505181689;3,4579855778;3,4653057189;3,4724828989;3,4795212593;3,4864247836;3,493197305;3,4998425131;3,5063639609;3,5127650708;3,5190491402;3,5252193478;3,5312787583;3,5372303275;3,5430769075;3,5488212506;3,554466014;3,5600137637;3,5654669784;3,5708280534;3,5760993034;3,5812829668
08-07-2016;0,2743;0,2490456549;0,2480341356;0,2724000896;0,3226425301;0,3943893394;0,4844562951;0,5842951524;0,6842206764;0,7769524881;0,8602421824;0,9366274995;1,0067840701;1,0648359043;1,1056279549;1,1287760929;1,1446156004;1,1625381791;1,188906325;1,2280958384;1,2778527629;1,3347734995;1,3962753082;1,4604740529;1,5259925396;1,591825063;1,6572403859;1,7217114166;1,7848636998;1,8464373348;1,9062585924;1,9642186068;2,0202572817;2,0743510715;2,1265036633;2,1767388492;2,2250950592;2,2716211624;2,3163732426;2,3594121217;2,4008014653;2,440606336;2,4788920982;2,5157235946;2,5511645356;2,5852770542;2,6181213901;2,6497556749;2,6802357948;2,7096153134;2,7379454416;2,765275042;2,7916506603;2,8171165763;2,8417148693;2,8654854929;2,8884663576;2,9106934165;2,9322007537;2,9530206725;2,9731837836;2,9927190915;3,0116540784;3,0300147859;3,0478258929;3,0651107908;3,0818916555;3,0981895152;3,1140243156;3,1294149809;3,1443794724;3,158934843;3,1730972893;3,1868822002;3,2003042031;3,2133772069;3,2261144431;3,2385285037;3,2506313775;3,2624344835;3,2739487032;3,2851844099;3,2961514971;3,3068594045;3,3173171431;3,327533318;3,3375161508;3,3472734993;3,3568128775;3,3661414735;3,3752661663;3,3841935422;3,3929299096;3,4014813133;3,409853548;3,4180521705;3,426082512;3,4339496891;3,4416586143;3,4492140059;3,4566203975;3,4638821468;3,4710034439;3,4779883194;3,4848406515;3,4915641734;3,4981624798;3,5046390334;3,5109971705;3,517240107;3,5233709437;3,5293926712;3,535308175;3,5411202399;3,5468315542;3,552444714;3,5579622274;3,5633865173;3,5687199261;3,5739647182
11-07-2016;0,275;0,2520411605;0,252924162;0,2775934869;0,3269474059;0,4019934283;0,4956932965;0,5985054008;0,6919033669;0,7924290645;0,877919901;0,952117315;1,0209923823;1,0787804108;1,1196519;1,1428262438;1,1585891008;1,1763524698;1,2024959194;1,2414085569;1,2908516909;1,347437259;1,408594037;1,4724457278;1,5376204484;1,6031160477;1,6682036125;1,7323575086;1,7952041259;1,8564839773;1,9160234431;1,9737135548;2,0294939679;2,0833407908;2,1352573016;2,1852668456;2,2334073862;2,2797273198;2,3242822598;2,3671325676;2,4083414614;2,4479735739;2,4860938576;2,5227667632;2,558055629;2,5920222357;2,6247264907;2,656226212;2,6865769905;2,7158321125;2,7440425278;2,7712568539;2,7975214065;2,8228802491;2,847375258;2,8710461966;2,8939307962;2,9160648421;2,9374822601;2,9582152053;2,9782941489;2,9977479639;3,0166040092;3,0348882097;3,0526251347;3,0698380725;3,0865491013;3,1027791573;3,1185480993;3,1338747694;3,1487770513;3,1632719245;3,1773755159;3,1911031486;3,2044693877;3,2174880828;3,2301724092;3,2425349056;3,2545875101;3,2663415936;3,2778079916;3,288997034;3,2999185726;3,3105820076;3,3209963122;3,3311700557;3,3411114251;3,3508282456;3,3603279998;3,3696178459;3,3787046342;3,3875949236;3,3962949963;3,404810872;3,4131483213;3,421312878;3,4293098512;3,4371443363;3,4448212252;3,4523452169;3,4597208261;3,4669523924;3,4740440888;3,4809999288;3,4878237749;3,4945193447;3,5010902181;3,5075398433;3,5138715429;3,5200885196;3,5261938611;3,532190546;3,5380814475;3,543869339;3,5495568977;3,5551467091;3,5606412706;3,5660429954;3,571354216;3,5765771875
12-07-2016;0,282;0,2660275156;0,2721970947;0,3016613826;0,3583237374;0,440440494;0,5365809264;0,6412702876;0,742551911;0,8383827826;0,9231686115;0,9999415971;1,0706173259;1,1296145063;1,1718411298;1,1968350331;1,2145199807;1,2339547175;1,2613026476;1,3008227992;1,3502761398;1,4064225359;1,4668279527;1,5297146326;1,593782006;1,6580798016;1,7219169546;1,7847954509;1,8463617822;1,9063710004;1,9646598861;2,0211267809;2,0757163366;2,1284079239;2,1792067853;2,228137261;2,2752375896;2,3205559123;2,3641472018;2,4060709034;2,4463891282;2,4851652748;2,5224629839;2,5583453534;2,5928743552;2,6261104119;2,6581120948;2,6889359202;2,7186362186;2,7472650621;2,7748722368;2,8015052478;2,8272093504;2,8520276;2,8760009156;2,899168153;2,9215661844;2,9432299815;2,9641927016;2,9844857726;3,004138979;3,0231805451;3,0416372166;3,0595343394;3,0768959357;3,0937447767;3,1101024518;3,1259894351;3,1414251483;3,1564280199;3,171015542;3,1852043233;3,1990101396;3,212447981;3,2255320965;3,2382760364;3,2506926914;3,2627943301;3,2745926337;3,286098729;3,2973232193;3,3082762134;3,3189673524;3,3294058362;3,3396004465;3,3495595703;3,3592912204;3,3688030559;3,3781024005;3,3871962607;3,3960913417;3,4047940635;3,4133105755;3,4216467701;3,4298082959;3,43780057;3,4456287894;3,453297942;3,4608128166;3,4681780131;3,4753979511;3,4824768789;3,4894188814;3,4962278879;3,5029076794;3,5094618953;3,5158940403;3,5222074899;3,528405497;3,5344911967;3,540467612;3,5463376587;3,5521041498;3,5577698002;3,563337231;3,5688089732;3,5741874717;3,5794750891;3,5846741088;3,5897867383
13-07-2016;0,2875;0,268733016;0,2748005977;0,2983863245;0,351737292;0,4241245498;0,5137470707;0,6129434548;0,7122208854;0,8043957478;0,8881449052;0,9648967857;1,0344926329;1,0915784382;1,1315784969;1,1543960086;1,1702116062;1,1882326852;1,2146976734;1,253899183;1,3034856223;1,3600841751;1,421161277;1,4848678407;1,5498518147;1,6151255981;1,6799710027;1,7438703198;1,8064557983;1,8674722728;1,926749295;1,9841802031;2,0397063062;2,0933048721;2,1449799647;2,1947554315;2,2426695244;2,2887707671;2,3331147801;2,375761843;2,4167750271;2,4562187717;2,4941578041;2,5306563285;2,565777424;2,5995826058;2,6321315142;2,6634817026;2,6936885018;2,7228049448;2,7508817364;2,777967258;2,8041075989;2,829346606;2,8537259492;2,8772851952;2,9000618885;2,9220916371;2,9434081988;2,9640435694;2,9840280693;3,0033904291;3,0221578724;3,0403561968;3,0580098507;3,0751420082;3,0917746394;3,1079285784;3,1236235872;3,1388784163;3,1537108626;3,1681378235;3,1821753481;3,1958386855;3,2091423308;3,2221000673;3,234725007;3,2470296287;3,2590258134;3,270724878;3,2821376064;3,2932742794;3,304144702;3,31475823;3,3251237941;3,3352499231;3,3451447652;3,354816109;3,3642714017;3,3735177678;3,3825620254;3,3914107026;3,4000700521;3,4085460654;3,4168444859;3,4249708217;3,4329303568;3,4407281629;3,448369109;3,455857872;3,4631989456;3,4703966492;3,477455136;3,4843784011;3,4911702888;3,4978344993;3,5043745959;3,5107940106;3,5170960506;3,5232839035;3,5293606428;3,535329233;3,5411925341;3,5469533064;3,5526142147;3,5581778324;3,5636466453;3,5690230554;3,5743093841;3,5795078762
14-07-2016;0,294;0,2770291501;0,2836965488;0,315452217;0,3718233536;0,4476551505;0,5423693845;0,6441024675;0,7462552916;0,8420524945;0,9277434127;1,0055357806;1,0762783963;1,1347783457;1,176444374;1,2010941636;1,218631054;1,2380474843;1,2654581557;1,3050868922;1,3546064426;1,4107705228;1,4711588442;1,5340036233;1,5980115911;1,6622378561;1,725995338;1,7887889821;1,8502674805;1,9101875187;1,9683870861;2,0247654117;2,0792677919;2,1318740569;2,1825897684;2,2314394789;2,278461558;2,3237042165;2,36722245;2,4090756923;2,4493260176;2,4880367685;2,525271517;2,5610932828;2,5955639543;2,6287438667;2,6606915031;2,6914632909;2,7211134732;2,7496940365;2,7772546835;2,8038428387;2,8295036799;2,8542801884;2,8782132121;2,9013415391;2,9237019771;2,9453294366;2,9662570166;2,9865160901;3,0061363892;3,0251460887;3,0435718876;3,0614390873;3,0787716682;3,0955923616;3,1119227195;3,1277831803;3,143193132;3,1581709713;3,1727341601;3,1868992784;3,2006820749;3,214097514;3,2271598203;3,2398825208;3,2522784844;3,2643599586;3,2761386048;3,287625531;3,2988313225;3,3097660708;3,3204394011;3,3308604974;3,3410381268;3,350980662;3,3606961025;3,3701920945;3,3794759494;3,3885546619;3,3974349261;3,4061231511;3,4146254761;3,4229477836;3,4310957129;3,439074672;3,4468898491;3,4545462239;3,4620485773;3,4694015014;3,4766094085;3,4836765398;3,4906069735;3,4974046322;3,5040732907;3,5106165825;3,5170380062;3,5233409318;3,5295286069;3,5356041613;3,541570613;3,547430873;3,5531877495;3,558843953;3,5644021002;3,5698647179;3,5752342471;3,5805130462;3,5857033949;3,5908074973
